Name,Mean,Range,Sd,Sum,Area_m2,Area_km2,Sum_PerArea
28Seabird_Winter_OffshoreSkaneSoder,0,10,0,48,0,11,6527,2,3981125000,0,3981,1,1,63955
28Seabird_Winter_OffshoreStockholm,0,07,0,49,0,10,10363,2,9450250000,0,9450,3,1,09661
28Seabird_Winter_OffshoreSodermanland,0,15,0,44,0,14,4162,4,1682312500,0,1682,3,2,47423
28Seabird_Winter_OffshoreUppsala,0,04,0,25,0,05,2189,1,3352500000,0,3352,5,0,65299
28Seabird_Winter_OffshoreVasterbottens,0,00,0,00,0,00,0,0,7917187500,0,7917,2,0
28Seabird_Winter_OffshoreVasterHavet,0,02,0,33,0,04,915,9,3796750000,0,3796,8,0,24123
28Seabird_Winter_OffshoreVasternorrlands,0,00,0,00,0,00,0,0,5067437500,0,5067,4,0
28Seabird_Winter_OffshoreVastragotland,0,00,0,01,0,00,3,5,5579312500,0,5579,3,0,00062
37Anoxia_BackgroundBlekinge,0,09,0,27,0,03,5826,9,3902687500,0,3902,7,1,49305
37Anoxia_BackgroundBottniskaViken,0,02,0,33,0,05,6229,8,22981437500,0,22981,4,0,27108
37Anoxia_BackgroundEgentligaOstersjon,0,68,0,96,0,39,499492,6,45799875000,0,45799,9,10,90598
37Anoxia_BackgroundGavleborgs,0,06,0,26,0,06,4785,4,5403687500,0,5403,7,0,88558
37Anoxia_BackgroundGotland,0,54,1,00,0,39,104009,4,12143187500,0,12143,2,8,56524
37Anoxia_BackgroundHalland,0,10,0,41,0,07,4903,5,3040562500,0,3040,6,1,61269
37Anoxia_BackgroundKalmar,0,30,1,00,0,31,42172,4,8902187500,0,8902,2,4,73731
37Anoxia_BackgroundNorrbotten,0,01,0,14,0,02,1483,9,6936375000,0,6936,4,0,21392
37Anoxia_BackgroundOstergotland,0,33,1,00,0,24,12583,2,2360500000,0,2360,5,5,33071
37Anoxia_BackgroundSkaneNorr,0,16,0,38,0,06,4387,5,1736000000,0,1736,0,2,52738
37Anoxia_BackgroundSkaneSoder,0,09,0,28,0,04,5513,4,3981125000,0,3981,1,1,38488
37Anoxia_BackgroundStockholm,0,31,1,00,0,28,47607,8,9450250000,0,9450,3,5,03773
37Anoxia_BackgroundSodermanland,0,45,1,00,0,21,12187,0,1682312500,0,1682,3,7,24421
37Anoxia_BackgroundUppsala,0,02,0,23,0,02,1057,1,3352500000,0,3352,5,0,31532
37Anoxia_BackgroundVasterbottens,0,04,0,30,0,04,5434,4,7917187500,0,7917,2,0,68641
37Anoxia_BackgroundVasterHavet,0,03,0,30,0,06,1970,4,3796750000,0,3796,8,0,51898
37Anoxia_BackgroundVasternorrlands,0,13,0,44,0,08,10861,9,5067437500,0,5067,4,2,14346
37Anoxia_BackgroundVastragotland,0,07,0,91,0,10,6533,8,5579312500,0,5579,3,1,17107
